serie,PC1,PC2
S0_total,-0.8184379978832733,-0.5173121637720278
S1_la_aurora,-1.7718975509808887,-4.059031875241875
S2_valle_nuevo,-1.081053838388885,-0.049453089926180166
S3_san_cristobal,-0.3328786404172394,-0.9785568108070478
S4_el_salvador,-0.12861178628160272,3.6641933504332442
S5_estados_unidos,-3.262520790890421,2.052162350954277
S6_guatemala,7.39540060484231,-0.11200176164039237
