serie,frontera,fuerza_estacional,fuerza_tendencia,pendiente_tendencia_viajeros_mes,pendiente_tendencia_relativa_pct_mes,cagr_2009_2019_pct,coeficiente_variacion_2009_2019,desviacion_log_diferencias_2009_2019,caida_2020_vs_2019_pct,fecha_primera_recuperacion_mensual,meses_primera_recuperacion_mensual,fecha_recuperacion_sostenida_media_movil_2019,meses_hasta_recuperacion_sostenida,ranking_estacionalidad,ranking_crecimiento,ranking_volatilidad,ranking_caida_pandemia
S1_la_aurora,La Aurora,0.5593190424763785,0.8113670579431049,391.9677371008235,0.4118055044702633,4.744464435159079,0.21675970368341643,0.17079236129188471,72.81180351522725,2022-07-01,28,,,1,3,3,2
S2_valle_nuevo,Valle Nuevo,0.31110917557307094,0.7655890439364947,414.0629037077414,0.7783931415341309,9.691312128741592,0.39794126178727585,0.36907074483906666,80.71943902051171,2022-12-01,33,,,3,2,1,1
S3_san_cristobal,San Cristóbal,0.3987148715658101,0.7067462719849692,199.44281896920685,0.9841484576831996,12.946666932940198,0.5221816608595624,0.34782529408174684,72.56601145531238,2022-06-01,27,,,2,1,2,3
