serie,S0_total,S1_la_aurora,S2_valle_nuevo,S3_san_cristobal,S4_el_salvador,S5_estados_unidos,S6_guatemala
S0_total,0.0,5.438995252197204,2.8616198119839122,5.5025197671355714,5.306730948064158,6.310977340056614,8.9312846262134
S1_la_aurora,5.438995252197204,0.0,5.925908750099778,6.39732126728735,8.197849185454642,6.933702593876836,10.14152011114964
S2_valle_nuevo,2.8616198119839122,5.925908750099778,0.0,4.526825012473636,5.238975112091383,5.768651215696628,9.08090372310954
S3_san_cristobal,5.5025197671355714,6.39732126728735,4.526825012473636,0.0,6.443879490290046,6.91699971252371,8.988377995887367
S4_el_salvador,5.306730948064158,8.197849185454642,5.238975112091383,6.443879490290046,0.0,5.77232398791967,8.872284499214258
S5_estados_unidos,6.310977340056614,6.933702593876836,5.768651215696628,6.91699971252371,5.77232398791967,0.0,11.051870472136487
S6_guatemala,8.9312846262134,10.14152011114964,9.08090372310954,8.988377995887367,8.872284499214258,11.051870472136487,0.0
